"","sample1","sample2","sample3","sample4","sample5","sample6","sample7","sample8","sample9","sample10","sample11","sample12","sample13","sample14","sample15","sample16","sample17","sample18"
"ENSG00000181634",1,3,5,1,3,2,19.82,12,4,1,1,4,10.55,8,1,6,13,3
"ENSG00000181638",8.91,13,22,23.42,34.93,31,12,8.5,5,13.06,34,18.11,93.55,103,81,43,31,17.6
"ENSG00000181649",11,17,15,94.77,118.56,115.03,9,9,26,72,81,72,52,54,40,159,83,139
"ENSG00000181652",7,7.04,7,1,0,0,14,9,2,1,2,1,10,7,4,4,1,3
"ENSG00000181656",1,1,0,0,1,2,2.03,2,1,4,5,3,22,28,19,4,1,0
"ENSG00000181666",34.19,55.83,44,46.93,50,55,36.99,16.95,16.11,46,51.05,70.05,51,64,43,37,44,30
"ENSG00000181690",6,5,6.93,7,8,3.46,10,5,11,5,6,8,7,5,1,1,1.01,4
"ENSG00000181693",0,0,0,0,0,0.65,3,2,2,0,0,0,0,0,0,0,0,0
"ENSG00000181698",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"ENSG00000181704",120.68,152.96,192,179.72,187.93,153,60,47.92,47,173.47,189.02,199,170,138.14,89.96,83,120,87.01
"ENSG00000181718",2,0,2,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"ENSG00000181722",1959.48,2187.96,2935.52,1950.99,2240.21,1528.89,799.11,664.29,695.76,2984.24,3140.81,3005.92,4918.84,4420.11,2547.59,1227.86,2009.8,1452.88
"ENSG00000181733",1,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0
"ENSG00000181744",33.99,25,30,16,17,16.74,18,10,11,35,38,27.03,59,52,23,24,28,25
"ENSG00000181751",25,25,45,41.96,58,43,15,11,10,33,42,39,18,9,11,38,33,19
"ENSG00000181752",0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0
"ENSG00000181754",25,31.19,32,44.89,50.94,52,15,13,6,20,50,37,59.01,49,34,20,27,17
"ENSG00000181761",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000181767",0,0,0,0,0,0,0,2,4,0,0,0,0,1,0,0,0,0
"ENSG00000181773",3,0,0,1,1,0,1,3,3,0,0,0,0,0,3,0,0,0
"ENSG00000181778",2,2,1,0,1,0,1,2,0,1,0,0,1,0,0,0,0,1
"ENSG00000181781",2,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0
"ENSG00000181785",15,6,12,1,4,5,19,9,3,12,6,9,20,29,7,3,4,10
"ENSG00000181786",1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
"ENSG00000181788",30,44,57.56,59,69,80,13,7,2,58,62,53,121.01,123,62,59,33,63
"ENSG00000181789",309.05,530.84,643.17,742.04,786.57,774.41,177.62,156,126,632.34,778.92,850.89,646.22,759.96,432.85,609.76,482.34,464.33
"ENSG00000181790",3,1,1,0,0,1,9,7.92,1,0,1,1,1,1.02,6,1,0,1
"ENSG00000181803",1,1,0,0,0,0,1,2,0,1,0,0,0,2,0,0,0,0
"ENSG00000181804",2,3,2,1,0,0,2,3,0,0,0,1,2,7,1,1,0,5
"ENSG00000181817",24,38,42,54.17,42.06,62,12,22,9,35,32,43,44,38,27,30,20,38
"ENSG00000181826",43,48,72.98,47,59,45,20.02,23.78,13,36,37,45,80,95.93,39.69,55,50,28
"ENSG00000181827",198.01,255,342.08,232.04,251.84,198,97,70,72,298.01,283,317.84,429,279,213,166,169,160
"ENSG00000181830",74.99,132,187,851.85,754.4,864,54,50.95,59,549.01,615.78,586.98,923.68,976.19,602,603.88,684,529
"ENSG00000181847",4,4,1,0,0,4,14,5,8,0,0,1,2,4,1,5,0,2
"ENSG00000181852",48,69,83,59,84.08,56,34,32.58,24,61,76,79,89.01,119,60,45,48,40
"ENSG00000181856",1,7,8,3,3,2,14,8,2,1,1,2,13,8,3,2,0,0
"ENSG00000181867",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"ENSG00000181873",24,33,37,36.71,44.03,35,16.02,17.94,12,25.91,44,24,117,102,62,47,41,25.01
"ENSG00000181885",16,36,50,40,36.98,30,11,12,4,50,78,65.95,144,147.37,87,53,26,40
"ENSG00000181894",12,10,17,18.01,19.93,18,9,3.24,0,22,12,16,33,18,22,24,9,12
"ENSG00000181896",9.98,7.03,13.11,17.1,12.04,16.99,6,9,2,15.1,10.33,12.43,22.88,26.89,10.35,11,16.49,13
"ENSG00000181903",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"ENSG00000181904",151.72,175.48,199.08,203.89,232.35,179.5,56.29,41.21,67.83,252.34,245.09,254.21,298.9,235.09,122.26,139.06,147.09,142.58
"ENSG00000181915",14.36,19,29,29,29,25,10,9,18,26,41,23,62,46,33,29,26,38
"ENSG00000181924",65,96,120,118.21,169.03,151.95,57.84,30,28,80,111,111,151,132.02,83.03,102.99,102,77
"ENSG00000181927",1,2,1,0,0,0,2,7,0,0,0,1,0,0,0,0,0,0
"ENSG00000181929",126,118.09,168,163.29,183.4,147.32,62,40,41,126,142,151.91,154.98,133,78,121.99,136.08,109
"ENSG00000181938",8,10,13,10,16,10,6,5,7,4,4,5,9,7,3,9,11,5
"ENSG00000181939",0,2,0,0,0,0,2,2,0,0,0,0,1,1,0,0,1,0
"ENSG00000181958",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"ENSG00000181961",1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,0,0
"ENSG00000181963",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000181965",0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,1,0,0
"ENSG00000181982",67.97,44,86,85,100,110,40,30,32,97,125.32,122,131,122,61,89,84,64
"ENSG00000181991",74,77,127.99,141,127.15,138.95,57,46,27,103,115,123,136.98,139.97,68,68.97,70,93
"ENSG00000182004",99.67,68.25,96.7,75.39,94.61,72.79,35.48,33.15,23.24,74.95,107.54,101.34,106.82,113.29,33.75,105.36,65.9,85.76
"ENSG00000182010",4,0,0,0,0,0,6,3,3,2,0,0,2,4,0,0,0,1
"ENSG00000182013",3,3,3,2,3,1,11,7,0,1,0,0,4,7,1,4,0,1
"ENSG00000182022",22,26,33,39,62.78,41,10,7,9,32,20,19,37,42.73,17,35,18,34
"ENSG00000182035",0,1,0,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0
"ENSG00000182040",2,2,0,0,0,0,2,4,0,0,0,0,1,1,1,1,0,0
"ENSG00000182050",12.07,6,11,0,0,0,18.01,22,0,0,1,5.06,13,16,2,3.81,0,0
"ENSG00000182053",0.62,0,0,0,0,0,2.42,0,4,0,0,0,0,3,0,0,0,0
"ENSG00000182054",77,174,277.03,439.01,294.87,323.37,56.99,43,23,380,424.23,357,1012.98,1002.43,595.94,223,246.99,200
"ENSG00000182070",2,7,1,3,0,1,3,5,6,1,3,0,8,5,1,0,0,0
"ENSG00000182083",0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0
"ENSG00000182087",52,72,86.02,155.82,177.12,212.92,30.69,19,8,117,167.93,125.02,496.14,521.02,349,247.97,294,231
"ENSG00000182093",84,89.16,108.86,80.29,109.2,88.78,51.69,39,13.62,83.45,88.71,101.24,139.58,114.43,78.75,55,71,78
"ENSG00000182095",47.65,77.99,107.52,195.62,139.73,185.37,29.6,31.3,26.41,166.97,244.64,150.99,597.22,693.88,488.64,269.95,246,254.33
"ENSG00000182103",0,0,1,0,2,0,2,3,4,0,0,1,2.98,0,1,0,0,1
"ENSG00000182107",14,36,34,22,21,24,12.99,8,9,39,47,61,113.01,104,44,27,23,22
"ENSG00000182108",20.59,39.53,44,58,53.78,52.52,31.89,20,16,41,58,53,94.18,119,65,51,51,50
"ENSG00000182111",1.08,0,0,1.13,0,1,6.21,1.04,0,1.02,0,0,0,1.3,1,1.03,0,1.3
"ENSG00000182117",155,124.55,177.14,177.19,180,155,48,38,47,124,151.8,142,147,153,68,118,85,116
"ENSG00000182118",10,14,22.88,37,29.99,31.88,5,12,9,37,42.98,24.38,34,16.64,16,28.5,36,25
"ENSG00000182132",1,0,0,0,0,0,5,5,0,0,0,0,3,0,2,0,0,1
"ENSG00000182134",24,35,55,39,49,47,30,15,19,42,51,36.01,79,101,48,34,28,31
"ENSG00000182141",29.81,32.54,27.78,36.25,50.66,33.63,19.29,10.18,4.97,75.46,69.67,58.62,77.44,53.11,27.9,34.98,47.04,57.22
"ENSG00000182149",179.74,191.53,290.58,207.26,262.04,206.38,109.39,71.51,55.71,184,226.87,206.45,318.08,326.66,170.94,151.35,144.39,123.71
"ENSG00000182150",141,121,154,176.01,173.51,116.8,66.99,64,62,203.18,193.31,212,266,218.88,113,107,113,128
"ENSG00000182154",39,62,90,151.88,159.96,141.04,33,17,31,96.48,106,135.99,199,205,118,99,93,67.97
"ENSG00000182156",11.27,37,19.98,39,42.03,61.08,8.97,7,9,37,63.92,60,122.64,131,98.98,70,41,58.99
"ENSG00000182158",130,162.4,212,341.03,321.75,268.01,69,64,36,314.95,366.92,357,370,325,216.4,267,176,206
"ENSG00000182162",8,5,0,0,1,0,5,5,0,0,0,0,3,7,3,3,1,2
"ENSG00000182168",10,4,5,0,0,2,13,8,4,2,0,0,11,5,1,6,4,6
"ENSG00000182170",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"ENSG00000182173",3,5,8.08,24.95,13,13,6,3,1,11,12,14,43,28,23,19,9.4,20.99
"ENSG00000182175",5,5,9,0,0,0,20,19,4,0,1,2,10,13,7,5,3,4
"ENSG00000182177",4,0,2,0,0,0,2.91,3,0,0,0,0,1,3,0,0,0,0
"ENSG00000182179",10,20,23,36,22,34,12,12,2,41,55,58,95.08,101.69,48,38,23,22
"ENSG00000182180",60,69,91.86,160,138,115.53,21,28,21,76.13,114,107,176.01,143,104,155.9,78,124
"ENSG00000182183",3,0,0,1,0,1,4,5,2,0.97,1,0,0,1,0,3,1,1
"ENSG00000182185",20,18,15.01,21,21,23.96,23,24,11,17,26,18,11,27.42,5,14,13,10
"ENSG00000182187",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000182195",5,3,5,4,4,4,8,10,4,1,4,4,3,7,4.68,4,0,2
"ENSG00000182196",35.96,77,80.99,333.84,305.17,345.52,49.35,20.95,63,337.06,339.92,257.99,724.7,855.78,475.18,375.83,526.96,384
"ENSG00000182197",175.98,302.76,398.61,372.92,267.43,268,116,90.06,73,280.21,322.88,341.13,657.01,563.72,383.2,225.05,262.99,198
"ENSG00000182199",119.99,216,314.96,456.12,416.86,409.31,80.98,63,59,406,577.5,518.36,431,468.52,293.43,369,317,258
"ENSG00000182208",10,12,25,29,33.99,30.77,15,4,8,26,33,33,53,46,31,39,19,14
"ENSG00000182218",9.91,4,5,4,6,14,9,9,0,1,2,4,5,2,8,5,6,4
"ENSG00000182220",187.97,232,296.45,254.85,304.97,214.25,98.85,92.67,51,249,312.93,288.02,275.63,250.6,185,195,197.96,166.96
"ENSG00000182223",0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0
"ENSG00000182224",67.42,100.23,100.17,67.04,82.6,93.47,58.58,48.23,37.64,98.33,91.18,102.69,105.25,82.34,61.07,101.05,97.22,78.63
"ENSG00000182230",6.33,1.51,0,0,0,2.23,6.14,5.24,5.67,1.86,2.52,2.44,1.42,3.03,0,0.91,0,2.33
"ENSG00000182240",7.96,7,8,2,6,6,3.01,7.14,9,1,6,7,4,15,9,16,1,17
"ENSG00000182247",58,77.99,85,94,100.57,69,29,25,37,82.16,86,91,94,93,63,65,71,83
"ENSG00000182253",58.79,95.26,98,80,66,79.99,60,34,32,75,72,87,150.79,158.81,116,58,106,42
"ENSG00000182255",4,1,3,0,0,0,21.11,8,4.99,0,0,2,9,5,2,5,0,1
"ENSG00000182256",6,5,5,2,1,0,17,15,7,0,0,0,3,8,5,1,4,6
"ENSG00000182261",0,0,0,0,0,0,1,5,0,0,0,0,1,0,1,2,0,0
"ENSG00000182263",82,92.11,88.97,123.34,137,95,23,25,20,159,174.87,244.42,92,105,39,62,71,54
"ENSG00000182264",1,4,4,0,0,0,3,9,7,0,1,0.65,4,10,1,3,2,0
"ENSG00000182271",1,1,0,0,0,1,2,1,1,0,0,0,1,1.93,3,0,0,0
"ENSG00000182272",0,2,0,0,0,1,2,4,0,0,0,0,1,0,0,0,0,0
"ENSG00000182287",70.72,66.63,88.13,112.3,120.4,103.3,17.76,18.67,26.57,106,95.89,75.72,71.4,58.83,41.16,106.22,146.5,106.35
"ENSG00000182307",47,102.75,89.84,100,101.78,94,28,34,28,83,98,105.01,141.94,111,69,72,95,66
"ENSG00000182308",9,1,3,9,10,5,5,2,3,6,3.03,12,10,15,1,8,0,2
"ENSG00000182310",18,9,15,1,3,4,27,26.63,9,1,0,1,7,18,8,1,1,1
"ENSG00000182315",0,0,1,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0
"ENSG00000182318",14.86,11,14,16.96,18,19,12,18,11,15,20,13,47,33.09,36,11,11,6
"ENSG00000182324",5.22,3,6.04,2,2.07,4,3,3,1,2,4,1.08,3,3.05,9.56,1,4,0
"ENSG00000182325",10,7,8.61,19,11.88,13,2,6,3,5,12,12,21,30,27.35,28,14.27,18
"ENSG00000182326",1043.68,1600.76,2117.96,4698.14,2855.96,3642.29,492.09,371.95,292,4518.09,5628.61,5075.04,7243.27,7128.35,3432.83,1871,1609.01,1576.82
"ENSG00000182327",8,8,8,45.91,41.75,55.04,4,1,5,40.97,58,46,134.93,138.92,65.83,71.98,98,59.98
"ENSG00000182329",4,7,7.99,1,1,6,24,20,6,2,1,3,13,14,4,3,2,4
"ENSG00000182330",3,0,1,1,1,1,3,4.93,7.58,0,0,0,2,0,0,0,0,4
"ENSG00000182333",0,0,0,0,0,0,5,1,4,0,0,0,0,2,2,0,0,0
"ENSG00000182334",0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0
"ENSG00000182346",0,2,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0
"ENSG00000182348",4,2,1,0,0,0,10,3,4,0,0,0,0,1,1,3,0,0
"ENSG00000182359",11,19,18,14,21,11,18,12,2,17,22,13,31,38,8,9,15,11
"ENSG00000182362",23,34,39,36,35,32.01,14,9,21.49,26,37,30,41,46,36,23,13,24
"ENSG00000182372",25.85,38,34.78,37.28,57.03,63.06,23,22.99,25,28.86,60.14,67.82,154.37,149.21,75.47,39.89,41.22,44
"ENSG00000182378",5,6,3,11.96,19.48,20,9.88,5,1,4,15,15,14,17,12,23,11,11
"ENSG00000182379",6,11,5,6,6,5,6,1,4,10,7,6,5,4,4,1,7,7
"ENSG00000182389",27.47,12.89,8,3,7,5,27.09,42,22,10,7,7,24.18,34.87,8,14.37,12,0
"ENSG00000182393",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000182400",147.06,139.78,177,183,194,128,62.05,52,67,213.89,206,201.96,241,192,106.58,113,125,124
"ENSG00000182405",11.87,10,10.21,9,21,7,8,13.99,3,9,21,15.65,22,12.99,13,12,4,10
"ENSG00000182415",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000182446",85.07,164,199.98,335.99,306.4,275.98,50,26,28,277,329.01,280.96,464.19,398.6,293.99,316,281,268
"ENSG00000182447",1,1,2,0,0,0,4,3,0,0,0,0,0,0,2,0,0,0
"ENSG00000182450",0,1,0,0,0,0,1,1,1,0,0,0,0,4,0,0,1,0
"ENSG00000182459",1,1,3,1,0,0,2,6,1,0,0,0,0,2,1,0,0,1
"ENSG00000182463",434.97,536.92,722.42,546.02,421.98,411,214.14,171.92,201,798.57,905.3,795.73,1078.43,977.95,589.25,281,359.19,310
"ENSG00000182472",26,20,44,105.98,85,78.91,24,13,19,131,187.75,150.24,397.01,393.07,274.02,69,96,65
"ENSG00000182473",111.07,142,214.14,355.7,353.31,335.31,65,36,46.02,284.84,362.35,318,536.81,548.25,378.67,342.22,387,292
"ENSG00000182481",189.19,207.88,234.32,241.81,281.52,201.96,100.19,54.14,49,166.85,180.83,198.06,182.85,154.02,100.02,155.69,135.93,151.38
"ENSG00000182489",2,1,2,1,2,0,4,0,0,2,2,1,3,0,2,2,0,2
"ENSG00000182492",2.54,6,4.24,1.99,0,1,3.98,6,0,1,7,4,24,19,3,4,2,28
"ENSG00000182504",45.99,46,53,58.68,46,40,29,17,17,63,66,43,78.03,48,34,12,30,20
"ENSG00000182508",0,2,1,0,0,0,2,1,0,0,1,0,0,1,0,0,0,0
"ENSG00000182511",3,1,1,9,4,2,3,3,0,6,17,11,35,46.36,33,6,2,2
"ENSG00000182512",27,30.83,44.1,48,53,47.74,24.83,19,6.73,56,69.98,58.36,92.87,96.39,59.14,44,47.88,23.94
"ENSG00000182518",18,18,29,18,21,9,9,17,12,16,25,21,17,28,8,10,13,6
"ENSG00000182521",0,0,1,0,1,0,0,3,0,0,1,0,0,0,0,2,0,0
"ENSG00000182533",2,1,1,0,1,0,2,0,0,0,0,0,2,0,0,0,0,0
"ENSG00000182534",26.32,41,55.01,118,119.06,94.69,22.77,29.99,12.4,59,97,88.95,88.11,75.89,59.02,85.87,106.4,90.78
"ENSG00000182541",21.61,42.02,61.15,83.28,84.39,83.86,20.46,20.12,24.56,44.83,64.78,52.79,83.84,88.23,41.01,54.03,71.9,68.24
"ENSG00000182544",12,34,32,38,43,33,25,10,4,26,15,31,27,34,23,20,13,20
"ENSG00000182545",2,1,2,0,0,1,5,3,0,0,0,0,3,2,0,2,0,0
"ENSG00000182551",665.02,954,1170.22,1281.76,1220.21,1060.07,307.85,264.91,216,1238.16,1547.88,1378.06,2529.97,2371.21,1269.41,738.59,718.94,644
"ENSG00000182552",98.99,114,106.81,115.88,116.79,90.6,30,22.47,35,114.4,126.83,104.01,84.99,109.03,52.88,88.37,100.17,107
"ENSG00000182557",0,0,0,1,0,0,3,8,0,0,0,0,3,0,0,0,0,0
"ENSG00000182566",0,1,0,0,0,2,0,2,0,0,0,2,0,0,1,5,1,0
"ENSG00000182568",93,108.82,138,187.73,140.81,160.76,66.82,39,40,262,331.99,305.95,301.57,283.81,149.15,118,124,112
"ENSG00000182575",1,5,1,0,0,0,9,5,1,0,0,0,1,1,3,0,0,0
"ENSG00000182578",8,6,8,2,4,4,17,20,24,1,0,4,10,20,10,13,9,4
"ENSG00000182580",4,0,4,1,1,1,7,5,2,2,1,1,8,5,0,2,0,1
"ENSG00000182583",0,1.61,0.98,0,0,1,4.48,1.4,1.42,0,0,0,0,1.22,5,0,0,0
"ENSG00000182584",1,0,3,0,1,2,2,7,6,1,1,1,11,2,2,1,0,0
"ENSG00000182585",1,0,4,0,1,2,3,2,4,1,1,1,2,1,6,2,0,2
"ENSG00000182591",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0
"ENSG00000182600",4,6,9,24,18,16,8,2,9,14,24,15,106,96,86,22,27,13
"ENSG00000182601",1.99,2,3,1,1.12,2,9.26,5.6,0,1,1,2,12.62,5.46,3.02,4.28,3.01,2.94
"ENSG00000182606",91.1,114.74,170.14,149.81,155.66,148,67,69,43,88.98,108,125.01,281.19,266,185,118,131,118
"ENSG00000182612",4,7,8,7,5,3,10.93,11.57,1,3,5,5.79,14,12,6,4,3,4
"ENSG00000182613",0,2,1,0,2,0,3,8,1,0,0,1,6,3,1,0,0,1
"ENSG00000182621",66,89,98,160.14,156.91,138.96,32,32,27,214,253,174.88,59,60.03,37,81,82,71
"ENSG00000182628",60.29,54,77,58.45,60,58,27,20,42.61,92.04,84,61.11,92.87,92.41,52,48,66,67
"ENSG00000182631",0,0,2,0,0,0,2,3,3,0,1,0,2,0,1,1,0,0
"ENSG00000182634",0.56,0,0.67,0,0,0.33,0,0,0,0,0,0,0,0,0,0.33,0,0
"ENSG00000182636",2,6,0,7,5,2,0,0,4,4,4,1,2,4,3,5,0,1
"ENSG00000182645",1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0
"ENSG00000182652",1.71,0,6,0,0,0,5.99,8,4,0,0,0,7,2,6,1,0,1
"ENSG00000182667",13.93,2,7.63,0,2,1,18,9,8,0,0,4,9.35,6.66,1,0,0,0
"ENSG00000182670",1203.44,1297.05,1740.44,1669.5,1581.32,1291.62,443.87,369.41,419.95,2234.55,2317.7,2376.82,1572.19,1416.69,815.93,1093.85,1580.31,1207.38
"ENSG00000182674",6,3,0,0,0,0,4,6,10,0,0,1,1,1,0,0,0,1
"ENSG00000182676",2,0,1,0,0,0,3,1,1,0,0,1,4,1,1,1,2,0
"ENSG00000182685",0,2,1,4.43,2.2,1,2,2,0,0,2.18,2,1,8.08,4.36,0,0,0
"ENSG00000182687",0,0,0,1,3,0,0,0,0,1,0,0,0,1,0,0,0,0
"ENSG00000182698",2,0,1,0,0,0,1,0,3,0,0,0,2,3,0,0,0,0
"ENSG00000182700",25,30,44,28,43,25,11,13,12,40,49,30,62,30,30,27,18,24
"ENSG00000182704",67.22,186,197,889.65,926.08,1108.81,58,37,31,756,1247.72,1036.06,469.1,492.03,366,963.84,474.65,604
"ENSG00000182712",10.29,18.02,20.29,45.2,25.09,32.16,18.57,11.81,7,59.23,50.4,56.9,49,29.67,28.45,25.92,16.47,26.76
"ENSG00000182718",2634.31,3725.83,4556.41,5847.41,7107.67,5419,1660.75,1275.07,1156.75,4324.82,4927.35,5034.24,4820.19,4563.02,2560.7,5383.68,4639.25,4392.36
"ENSG00000182732",7,4,5,2,0,0,8,18,3,0,0,1,6,9,0,0,0,0
"ENSG00000182742",0,2,2.91,0,0,0,0,1.06,0,0,0,0,2,0,0,0,0,0
"ENSG00000182747",0,0,3,0,0,0,1,0,0,0,0,0,4,2,0,0,0,0
"ENSG00000182749",10,11,16,20,11,11,9,4,7,13,15,24,24,20,14,10,9.02,12
"ENSG00000182752",12,11,5,2,4,6,17,15,3,0,1,2,9.9,7.13,5,0,5,3
"ENSG00000182759",3,2,1,0,0,0,5,5,0,0,0,0,4,2,5,0,0,0
"ENSG00000182768",293.76,449,574.15,656.35,697.73,609.94,193.81,146.36,157.12,524.77,577.87,615.21,675.16,639.4,364.08,359.12,506.11,328.25
"ENSG00000182771",6,14,18,13,9.99,10,28,9.02,15,8,11,9,25,12,12,13,6,4
"ENSG00000182774",882.18,1002.2,1438.08,1296.69,1652.31,1193.34,517.42,359.81,249.36,872.42,1116.78,973.45,1468.84,1305.44,702.14,1075.15,899.85,849.58
"ENSG00000182782",0,2,0,0,0,1,4,2,0,0,0,0,0,3,0,0,1,0
"ENSG00000182783",0,5,0.71,0,0,0,0,0.42,0,0,0,0,0,0,0,1,0,0
"ENSG00000182791",5,2,1,0,1,2,13,5,0,2,1,1,6,3,3,0,0,1
"ENSG00000182793",3.01,0,0,9.61,4.12,3.07,0,3.38,2.66,0,0,0,0.2,0,0,1.36,1.28,0
"ENSG00000182795",30,66,69,71,59.14,57,18,13,15,59,63,51,19,12,7,37,57,35
"ENSG00000182798",5,1,1,0,0,0,4,2,0,0,0,0,0,2,0,0,0,0
"ENSG00000182809",7,19,20,31.99,33,37,19,13,12,32,33,23,59,67,49,34,39,31
"ENSG00000182810",7,9,11,12,17,14,8,7,8,12,15,12,19,34,18,19,8,18
"ENSG00000182816",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000182827",366.2,473.14,637.16,750.35,770.18,729.97,192,158.03,166,579.13,622.39,580.93,565.07,553.24,396.14,495.57,677,431.59
"ENSG00000182831",188,249.42,280.08,368.09,401.5,315.31,86.8,52,68,392.88,438.79,421.94,645.31,541.98,298.88,323,387.99,302.87
"ENSG00000182836",10.05,5,8,0,1,2,11.97,14.69,3,5,1.04,1,3,5,2,0,3,2
"ENSG00000182853",0,0,2,0,1,0,2,0,0,0,0,1,1,3,0,0,0,0
"ENSG00000182854",0,0,0,0,0,0,1,3,0,1,0,0,0,0,0,1,0,0
"ENSG00000182858",9,22.49,21,38,31,46,3,7,0,41,39,63,103,79.89,75,38,30.99,42
"ENSG00000182866",0,2,0,0,2,0,0,3,4,0,0,0,4,1,2,1,1,3
"ENSG00000182870",2,3,3,0,0,0,7,9,1,1,0,0,0,11,1,0,0,4
"ENSG00000182871",52.56,75,88.02,206.21,152.13,202.03,32,32,22,182,302.39,179.59,1600.97,1829.92,1149.91,333,310,290
"ENSG00000182872",19,34,48.94,60.99,63,63.09,26.04,15,16,57,66,77.9,107,137,116,79,76,65
"ENSG00000182885",0,0,0,0,0,0,3,4,0,0,0,0,1,0,0,1,0,0
"ENSG00000182890",19.24,53.94,63.25,118.01,82.69,54.77,29.91,10.14,16.44,64.07,69.49,76.07,86.95,93.43,32.18,38.52,23.79,35.71
"ENSG00000182896",0,0,0,0,0,0,3,2,0,0,0,0,2,1,0,1,0,0
"ENSG00000182898",6,0,8,0,0,2,21,13,5,0,0,0,6,5,1,3,3,2
"ENSG00000182899",170.99,258,326.34,251.96,390.06,275.77,122.66,87,79,216.16,261.58,253.9,312.5,227.79,154.01,306.79,190.03,228.87
"ENSG00000182901",3,2,3,0,2,2,10,3,0,1,2,2,1,0,1,0,0,0
"ENSG00000182902",33,70,92.99,225,195.99,177.05,31,23,43,195,228.41,220,319.3,296.23,182,182,132,110
"ENSG00000182903",166.88,190.38,235.75,216.99,240.69,179.77,63.73,63.51,66.76,293.86,298.86,314.93,293.61,248.09,130.07,154.72,155.99,135.87
"ENSG00000182916",0,0,0,0,1,0,2,3,0,0,0,0,2,3,1,0,0,0
"ENSG00000182919",188.85,248.99,284.95,198.65,174.72,152,82.97,56,49,325,385.55,326.53,612.03,499.04,334.29,118.99,161,105
"ENSG00000182923",104,110.14,174.9,141,121,125.95,64,49,52,166,158,140.89,189.67,192,84,58,105.04,89
"ENSG00000182931",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000182934",263.95,383.31,471.23,526.77,491.04,432.4,128,89.9,84,494,577.98,685.51,641.63,553.08,390,346,271,300.79
"ENSG00000182938",0,1,1,0,0,0,1,0,1,0,0,0,0,3,0,0,0,0
"ENSG00000182944",301.04,413.79,545.52,639.83,641.74,612.58,207.62,151.28,158.81,662.06,692.51,810.52,885,803.11,560.14,519.28,623.21,497.98
"ENSG00000182950",0,2,0,0,0,0,0,2,6,0,0,0,0,2,2,0,0,0
"ENSG00000182952",56,71,94,78,73,74,31.96,14,18,62,72.68,76,77,87,55,66,80,57
"ENSG00000182957",126,189,254.29,257,204.91,211.83,68.5,72,59,345.33,325,360.94,620.78,593.76,430,222.31,213,208
"ENSG00000182963",9,4,4,1,3,3,10,11,6,1,0,0,7,3,4,1,2,0
"ENSG00000182968",2,0,3,0,0,0,5,5,0,0,0,3,2,0,0,0,0,1
"ENSG00000182973",52,63,76.01,62,75,58.99,24,23,24,84,69,80,64,76.01,44,42,35,41
"ENSG00000182974",4,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0
"ENSG00000182979",31,27,37,71,47.48,64.13,9,10,4,67.82,75.89,39,161.61,165.07,121,82,67.01,73
"ENSG00000182983",26,27,49,27,27,15.66,20,10,5,43,47,32,148,117.95,53,25,30,32
"ENSG00000182985",263.95,337.9,497.85,382.18,282.08,294,132.86,116,124,324,333.82,337.21,1013.4,968.45,565,265.64,344.66,263
"ENSG00000182986",6.12,9.59,10.62,9.92,6.54,5.81,6,11.93,4,7.19,3.19,9.53,18.77,16.99,6,13.86,9.6,6.15
"ENSG00000182993",2.91,3,1,2,1,1,9,3,3,1,1,3,6,5,2,7,0,2
"ENSG00000183010",2,4,1,9,9,14,6,5.64,1,10,11,4,7,5,8,12,3,17
